updatetime,vehiclecount,_id,totalspaces,garagecode,streamtime
28:41.5,323,47213,400,MAGASIN,11/3/2014 16:22
28:41.5,64,47214,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,646,47215,700,SALLING,11/3/2014 16:22
58:41.5,17,47216,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47217,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,752,47218,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,884,47219,953,BRUUNS,11/3/2014 16:22
58:41.5,136,47220,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,348,47221,400,MAGASIN,11/3/2014 16:22
58:41.5,64,47222,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,696,47223,700,SALLING,11/3/2014 16:22
28:41.5,19,47224,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47225,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,775,47226,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,948,47227,953,BRUUNS,11/3/2014 16:22
28:41.5,146,47228,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,361,47229,400,MAGASIN,11/3/2014 16:22
28:41.5,72,47230,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,691,47231,700,SALLING,11/3/2014 16:22
58:41.5,18,47232,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47233,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,780,47234,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,953,47235,953,BRUUNS,11/3/2014 16:22
58:41.5,149,47236,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,356,47237,400,MAGASIN,11/3/2014 16:22
58:41.5,71,47238,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,677,47239,700,SALLING,11/3/2014 16:22
28:41.5,12,47240,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47241,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,792,47242,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,953,47243,953,BRUUNS,11/3/2014 16:22
28:41.5,163,47244,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,362,47245,400,MAGASIN,11/3/2014 16:22
28:41.5,60,47246,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,661,47247,700,SALLING,11/3/2014 16:22
58:41.5,16,47248,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47249,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,758,47250,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,953,47251,953,BRUUNS,11/3/2014 16:22
58:41.5,173,47252,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,344,47253,400,MAGASIN,11/3/2014 16:22
58:41.5,53,47254,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,635,47255,700,SALLING,11/3/2014 16:22
28:41.5,12,47256,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47257,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,691,47258,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,925,47259,953,BRUUNS,11/3/2014 16:22
28:41.5,162,47260,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,329,47261,400,MAGASIN,11/3/2014 16:22
28:41.5,41,47262,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,593,47263,700,SALLING,11/3/2014 16:22
58:41.6,6,47264,65,NORREPORT,11/3/2014 16:22
58:41.6,512,47265,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.6,614,47266,1240,SCANDCENTER,11/3/2014 16:22
58:41.6,916,47267,953,BRUUNS,11/3/2014 16:22
58:41.6,165,47268,130,BUSGADEHUSET,11/3/2014 16:22
58:41.6,300,47269,400,MAGASIN,11/3/2014 16:22
58:41.6,36,47270,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.6,525,47271,700,SALLING,11/3/2014 16:22
28:41.6,10,47272,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47273,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,521,47274,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,825,47275,953,BRUUNS,11/3/2014 16:22
28:41.6,159,47276,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,263,47277,400,MAGASIN,11/3/2014 16:22
28:41.6,30,47278,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,467,47279,700,SALLING,11/3/2014 16:22
58:41.5,11,47280,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47281,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,416,47282,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,794,47283,953,BRUUNS,11/3/2014 16:22
58:41.5,156,47284,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,231,47285,400,MAGASIN,11/3/2014 16:22
58:41.5,24,47286,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,414,47287,700,SALLING,11/3/2014 16:22
28:41.5,6,47288,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47289,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,343,47290,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,708,47291,953,BRUUNS,11/3/2014 16:22
28:41.5,151,47292,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,209,47293,400,MAGASIN,11/3/2014 16:22
28:41.5,17,47294,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,385,47295,700,SALLING,11/3/2014 16:22
58:41.5,15,47296,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47297,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,320,47298,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,654,47299,953,BRUUNS,11/3/2014 16:22
58:41.5,163,47300,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,167,47301,400,MAGASIN,11/3/2014 16:22
58:41.5,17,47302,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,333,47303,700,SALLING,11/3/2014 16:22
28:41.6,21,47304,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47305,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,295,47306,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,608,47307,953,BRUUNS,11/3/2014 16:22
28:41.6,159,47308,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,143,47309,400,MAGASIN,11/3/2014 16:22
28:41.6,16,47310,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,256,47311,700,SALLING,11/3/2014 16:22
58:41.5,22,47312,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47313,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,271,47314,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,587,47315,953,BRUUNS,11/3/2014 16:22
58:41.5,167,47316,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,134,47317,400,MAGASIN,11/3/2014 16:22
58:41.5,17,47318,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,209,47319,700,SALLING,11/3/2014 16:22
28:41.5,24,47320,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47321,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,257,47322,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,564,47323,953,BRUUNS,11/3/2014 16:22
28:41.5,174,47324,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,126,47325,400,MAGASIN,11/3/2014 16:22
28:41.5,14,47326,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,205,47327,700,SALLING,11/3/2014 16:22
58:41.7,24,47328,65,NORREPORT,11/3/2014 16:22
58:41.7,512,47329,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.7,249,47330,1240,SCANDCENTER,11/3/2014 16:22
58:41.7,546,47331,953,BRUUNS,11/3/2014 16:22
58:41.7,175,47332,130,BUSGADEHUSET,11/3/2014 16:22
58:41.7,107,47333,400,MAGASIN,11/3/2014 16:22
58:41.7,14,47334,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.7,171,47335,700,SALLING,11/3/2014 16:22
28:41.5,22,47336,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47337,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,248,47338,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,518,47339,953,BRUUNS,11/3/2014 16:22
28:41.5,171,47340,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,87,47341,400,MAGASIN,11/3/2014 16:22
28:41.5,13,47342,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,129,47343,700,SALLING,11/3/2014 16:22
58:41.5,20,47344,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47345,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,239,47346,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,514,47347,953,BRUUNS,11/3/2014 16:22
58:41.5,164,47348,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,73,47349,400,MAGASIN,11/3/2014 16:22
58:41.5,10,47350,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,108,47351,700,SALLING,11/3/2014 16:22
28:41.5,18,47352,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47353,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,223,47354,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,457,47355,953,BRUUNS,11/3/2014 16:22
28:41.5,154,47356,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,67,47357,400,MAGASIN,11/3/2014 16:22
28:41.5,6,47358,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,102,47359,700,SALLING,11/3/2014 16:22
58:41.5,15,47360,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47361,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,203,47362,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,351,47363,953,BRUUNS,11/3/2014 16:22
58:41.5,140,47364,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,56,47365,400,MAGASIN,11/3/2014 16:22
58:41.5,4,47366,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,68,47367,700,SALLING,11/3/2014 16:22
28:41.5,16,47368,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47369,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,183,47370,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,331,47371,953,BRUUNS,11/3/2014 16:22
28:41.5,129,47372,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,51,47373,400,MAGASIN,11/3/2014 16:22
28:41.5,3,47374,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,62,47375,700,SALLING,11/3/2014 16:22
58:41.5,18,47376,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47377,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,178,47378,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,252,47379,953,BRUUNS,11/3/2014 16:22
58:41.5,119,47380,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,44,47381,400,MAGASIN,11/3/2014 16:22
58:41.5,3,47382,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,61,47383,700,SALLING,11/3/2014 16:22
28:41.5,21,47384,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47385,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,175,47386,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,226,47387,953,BRUUNS,11/3/2014 16:22
28:41.5,112,47388,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,39,47389,400,MAGASIN,11/3/2014 16:22
28:41.5,2,47390,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,60,47391,700,SALLING,11/3/2014 16:22
58:41.5,23,47392,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47393,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,175,47394,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,184,47395,953,BRUUNS,11/3/2014 16:22
58:41.5,113,47396,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,37,47397,400,MAGASIN,11/3/2014 16:22
58:41.5,2,47398,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,59,47399,700,SALLING,11/3/2014 16:22
28:41.5,26,47400,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47401,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,173,47402,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,157,47403,953,BRUUNS,11/3/2014 16:22
28:41.5,108,47404,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,37,47405,400,MAGASIN,11/3/2014 16:22
28:41.5,2,47406,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,59,47407,700,SALLING,11/3/2014 16:22
58:41.5,27,47408,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47409,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,173,47410,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,157,47411,953,BRUUNS,11/3/2014 16:22
58:41.5,107,47412,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,37,47413,400,MAGASIN,11/3/2014 16:22
58:41.5,2,47414,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,59,47415,700,SALLING,11/3/2014 16:22
28:41.6,27,47416,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47417,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,172,47418,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,136,47419,953,BRUUNS,11/3/2014 16:22
28:41.6,105,47420,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,37,47421,400,MAGASIN,11/3/2014 16:22
28:41.6,2,47422,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,59,47423,700,SALLING,11/3/2014 16:22
58:41.5,27,47424,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47425,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,173,47426,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,136,47427,953,BRUUNS,11/3/2014 16:22
58:41.5,106,47428,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,37,47429,400,MAGASIN,11/3/2014 16:22
58:41.5,2,47430,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,58,47431,700,SALLING,11/3/2014 16:22
28:41.5,29,47432,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47433,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,173,47434,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,136,47435,953,BRUUNS,11/3/2014 16:22
28:41.5,106,47436,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,37,47437,400,MAGASIN,11/3/2014 16:22
28:41.5,2,47438,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,58,47439,700,SALLING,11/3/2014 16:22
58:41.5,29,47440,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47441,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,173,47442,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,137,47443,953,BRUUNS,11/3/2014 16:22
58:41.5,106,47444,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,37,47445,400,MAGASIN,11/3/2014 16:22
58:41.5,2,47446,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,58,47447,700,SALLING,11/3/2014 16:22
28:41.5,29,47448,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47449,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,173,47450,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,137,47451,953,BRUUNS,11/3/2014 16:22
28:41.5,105,47452,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,37,47453,400,MAGASIN,11/3/2014 16:22
28:41.5,2,47454,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,60,47455,700,SALLING,11/3/2014 16:22
58:41.5,29,47456,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47457,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,170,47458,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,138,47459,953,BRUUNS,11/3/2014 16:22
58:41.5,105,47460,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,37,47461,400,MAGASIN,11/3/2014 16:22
58:41.5,2,47462,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,60,47463,700,SALLING,11/3/2014 16:22
28:41.5,29,47464,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47465,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,168,47466,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,138,47467,953,BRUUNS,11/3/2014 16:22
28:41.5,105,47468,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,37,47469,400,MAGASIN,11/3/2014 16:22
28:41.5,2,47470,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,60,47471,700,SALLING,11/3/2014 16:22
58:41.5,29,47472,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47473,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,169,47474,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,138,47475,953,BRUUNS,11/3/2014 16:22
58:41.5,107,47476,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,37,47477,400,MAGASIN,11/3/2014 16:22
58:41.5,2,47478,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,60,47479,700,SALLING,11/3/2014 16:22
28:41.5,29,47480,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47481,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,169,47482,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,138,47483,953,BRUUNS,11/3/2014 16:22
28:41.5,104,47484,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,37,47485,400,MAGASIN,11/3/2014 16:22
28:41.5,2,47486,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,60,47487,700,SALLING,11/3/2014 16:22
58:41.5,29,47488,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47489,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,174,47490,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,141,47491,953,BRUUNS,11/3/2014 16:22
58:41.5,104,47492,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,37,47493,400,MAGASIN,11/3/2014 16:22
58:41.5,2,47494,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,60,47495,700,SALLING,11/3/2014 16:22
28:41.5,27,47496,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47497,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,177,47498,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,151,47499,953,BRUUNS,11/3/2014 16:22
28:41.5,105,47500,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,37,47501,400,MAGASIN,11/3/2014 16:22
28:41.5,3,47502,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,61,47503,700,SALLING,11/3/2014 16:22
58:41.5,23,47504,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47505,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,186,47506,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,156,47507,953,BRUUNS,11/3/2014 16:22
58:41.5,103,47508,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,38,47509,400,MAGASIN,11/3/2014 16:22
58:41.5,8,47510,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,62,47511,700,SALLING,11/3/2014 16:22
28:41.6,26,47512,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47513,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,205,47514,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,167,47515,953,BRUUNS,11/3/2014 16:22
28:41.6,104,47516,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,38,47517,400,MAGASIN,11/3/2014 16:22
28:41.6,8,47518,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,67,47519,700,SALLING,11/3/2014 16:22
58:41.5,23,47520,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47521,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,266,47522,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,55,47523,953,BRUUNS,11/3/2014 16:22
58:41.5,102,47524,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,39,47525,400,MAGASIN,11/3/2014 16:22
58:41.5,20,47526,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,88,47527,700,SALLING,11/3/2014 16:22
28:41.6,17,47528,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47529,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,388,47530,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,105,47531,953,BRUUNS,11/3/2014 16:22
28:41.6,100,47532,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,54,47533,400,MAGASIN,11/3/2014 16:22
28:41.6,30,47534,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,116,47535,700,SALLING,11/3/2014 16:22
58:41.5,18,47536,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47537,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,473,47538,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,134,47539,953,BRUUNS,11/3/2014 16:22
58:41.5,108,47540,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,76,47541,400,MAGASIN,11/3/2014 16:22
58:41.5,35,47542,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,154,47543,700,SALLING,11/3/2014 16:22
28:41.5,14,47544,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47545,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,527,47546,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,185,47547,953,BRUUNS,11/3/2014 16:22
28:41.5,115,47548,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,105,47549,400,MAGASIN,11/3/2014 16:22
28:41.5,36,47550,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,198,47551,700,SALLING,11/3/2014 16:22
58:41.6,11,47552,65,NORREPORT,11/3/2014 16:22
58:41.6,512,47553,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.6,562,47554,1240,SCANDCENTER,11/3/2014 16:22
58:41.6,263,47555,953,BRUUNS,11/3/2014 16:22
58:41.6,128,47556,130,BUSGADEHUSET,11/3/2014 16:22
58:41.6,129,47557,400,MAGASIN,11/3/2014 16:22
58:41.6,41,47558,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.6,257,47559,700,SALLING,11/3/2014 16:22
28:41.6,11,47560,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47561,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,585,47562,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,427,47563,953,BRUUNS,11/3/2014 16:22
28:41.6,137,47564,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,186,47565,400,MAGASIN,11/3/2014 16:22
28:41.6,42,47566,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,355,47567,700,SALLING,11/3/2014 16:22
58:41.5,13,47568,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47569,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,601,47570,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,621,47571,953,BRUUNS,11/3/2014 16:22
58:41.5,162,47572,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,241,47573,400,MAGASIN,11/3/2014 16:22
58:41.5,40,47574,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,451,47575,700,SALLING,11/3/2014 16:22
28:41.6,10,47576,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47577,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,636,47578,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,784,47579,953,BRUUNS,11/3/2014 16:22
28:41.6,165,47580,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,273,47581,400,MAGASIN,11/3/2014 16:22
28:41.6,41,47582,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,529,47583,700,SALLING,11/3/2014 16:22
58:41.6,8,47584,65,NORREPORT,11/3/2014 16:22
58:41.6,512,47585,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.6,700,47586,1240,SCANDCENTER,11/3/2014 16:22
58:41.6,907,47587,953,BRUUNS,11/3/2014 16:22
58:41.6,175,47588,130,BUSGADEHUSET,11/3/2014 16:22
58:41.6,306,47589,400,MAGASIN,11/3/2014 16:22
58:41.6,44,47590,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.6,591,47591,700,SALLING,11/3/2014 16:22
28:41.6,10,47592,65,NORREPORT,11/3/2014 16:22
28:41.6,512,47593,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.6,722,47594,1240,SCANDCENTER,11/3/2014 16:22
28:41.6,953,47595,953,BRUUNS,11/3/2014 16:22
28:41.6,122,47596,130,BUSGADEHUSET,11/3/2014 16:22
28:41.6,347,47597,400,MAGASIN,11/3/2014 16:22
28:41.6,49,47598,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.6,635,47599,700,SALLING,11/3/2014 16:22
58:41.5,8,47600,65,NORREPORT,11/3/2014 16:22
58:41.5,512,47601,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.5,771,47602,1240,SCANDCENTER,11/3/2014 16:22
58:41.5,953,47603,953,BRUUNS,11/3/2014 16:22
58:41.5,137,47604,130,BUSGADEHUSET,11/3/2014 16:22
58:41.5,377,47605,400,MAGASIN,11/3/2014 16:22
58:41.5,56,47606,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.5,690,47607,700,SALLING,11/3/2014 16:22
28:41.5,8,47608,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47609,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,801,47610,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,953,47611,953,BRUUNS,11/3/2014 16:22
28:41.5,146,47612,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,373,47613,400,MAGASIN,11/3/2014 16:22
28:41.5,66,47614,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,700,47615,700,SALLING,11/3/2014 16:22
58:41.6,9,47616,65,NORREPORT,11/3/2014 16:22
58:41.6,512,47617,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.6,808,47618,1240,SCANDCENTER,11/3/2014 16:22
58:41.6,953,47619,953,BRUUNS,11/3/2014 16:22
58:41.6,150,47620,130,BUSGADEHUSET,11/3/2014 16:22
58:41.6,377,47621,400,MAGASIN,11/3/2014 16:22
58:41.6,72,47622,210,KALKVAERKSVEJ,11/3/2014 16:22
58:41.6,691,47623,700,SALLING,11/3/2014 16:22
28:41.5,5,47624,65,NORREPORT,11/3/2014 16:22
28:41.5,512,47625,512,SKOLEBAKKEN,11/3/2014 16:22
28:41.5,799,47626,1240,SCANDCENTER,11/3/2014 16:22
28:41.5,953,47627,953,BRUUNS,11/3/2014 16:22
28:41.5,159,47628,130,BUSGADEHUSET,11/3/2014 16:22
28:41.5,376,47629,400,MAGASIN,11/3/2014 16:22
28:41.5,69,47630,210,KALKVAERKSVEJ,11/3/2014 16:22
28:41.5,688,47631,700,SALLING,11/3/2014 16:22
58:41.6,6,47632,65,NORREPORT,11/3/2014 16:22
58:41.6,512,47633,512,SKOLEBAKKEN,11/3/2014 16:22
58:41.6,783,47634,1240,SCANDCENTER,11/3/2014 16:22
58:41.6,953,47635,953,BRUUNS,11/3/2014 16:22
